UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1009,L00505,L,301.1,311.4,1679,31.9,144,0,0,0,0,0,0
1010,L00506,L,301.4,312.3,1564,50.4,111,0,0,0,0,0,0
1011,L00507,L,298.2,309.1,1343,52.6,214,1,1,0,0,1,0
1012,H00203,H,298.4,306.0,1766,23.5,169,0,0,0,0,0,0
1013,H00204,H,299.6,309.3,1653,31.2,149,0,0,0,0,0,0
1014,L00508,L,300.6,309.5,1942,38.4,177,0,0,0,0,0,0
1015,M00303,M,299.7,309.8,1307,34.7,20,0,0,0,0,0,0
1016,H00205,H,300.9,310.4,1710,45.3,225,1,1,0,0,0,0
1017,L00509,L,303.5,314.1,1647,58.4,45,1,0,0,1,0,0
1018,M00304,M,299.0,309.0,1469,36.2,56,0,0,0,0,0,0
1019,H00206,H,296.6,304.7,1810,55.8,4,1,0,0,1,0,0
1020,L00510,L,301.7,310.7,1618,25.3,229,0,0,0,0,0,0
1021,M00305,M,303.4,313.4,1350,44.6,51,0,0,0,0,0,0
1022,L00511,L,300.8,310.9,1514,34.1,158,0,0,0,0,0,0
1023,H00207,H,297.8,306.4,1348,44.8,160,1,0,1,0,0,0
1024,H00208,H,299.8,308.2,1444,22.4,174,1,0,0,1,0,0
1025,H00209,H,297.8,307.8,1678,27.1,130,0,0,0,0,0,0
1026,L00512,L,301.3,309.9,1735,44.8,52,0,0,0,0,0,0
1027,H00210,H,297.3,305.6,1582,33.7,82,0,0,0,0,0,0
1028,H00211,H,299.4,309.0,1387,36.8,183,0,0,0,0,0,0
1029,L00513,L,298.0,307.5,1614,58.4,17,1,0,0,1,0,0
1030,H00212,H,300.3,309.4,1682,41.4,155,0,0,0,0,0,0
1031,L00514,L,299.3,308.6,1168,49.0,142,0,0,0,0,0,0
1032,M00306,M,300.4,310.4,1561,32.4,49,0,0,0,0,0,0
1033,L00515,L,300.0,309.3,1499,26.6,160,0,0,0,0,0,0
1034,L00516,L,298.0,308.1,1728,39.2,27,0,0,0,0,0,0
1035,L00517,L,301.3,310.9,1615,25.1,45,0,0,0,0,0,0
1036,M00307,M,299.9,310.1,1634,33.0,112,0,0,0,0,0,0
1037,L00518,L,298.0,308.9,1441,42.4,115,0,0,0,0,0,0
1038,M00308,M,304.5,315.3,1538,38.9,71,0,0,0,0,0,0
1039,L00519,L,301.0,312.2,1726,43.3,119,0,0,0,0,0,0
1040,L00520,L,299.7,310.5,1525,46.0,231,0,0,0,0,0,0
1041,M00309,M,302.8,313.1,1572,28.0,112,0,0,0,0,0,0
1042,M00310,M,303.7,313.3,1230,30.6,93,0,0,0,0,0,0
1043,L00521,L,299.7,309.3,1524,18.2,0,1,0,0,1,0,0
1044,M00311,M,300.7,309.8,1168,36.3,198,0,0,0,0,0,0
1045,H00213,H,298.0,308.0,1434,47.4,182,0,0,0,0,0,0
1046,M00312,M,299.7,310.4,1550,54.9,57,0,0,0,0,0,0
1047,L00522,L,299.6,308.9,1691,41.9,205,0,0,0,0,0,0
1048,L00523,L,300.4,310.3,1338,53.7,148,0,0,0,0,0,0
1049,H00214,H,300.7,310.0,1612,43.8,55,0,0,0,0,0,0
1050,L00524,L,301.1,311.3,1831,41.1,69,0,0,0,0,0,0
1051,H00215,H,300.5,309.9,1409,33.9,144,0,0,0,0,0,0
1052,M00313,M,297.6,306.8,1228,16.1,77,1,0,0,1,0,0
1053,H00216,H,298.1,307.4,1595,52.2,134,0,0,0,0,0,0
1054,M00314,M,298.9,309.4,1299,39.5,78,0,0,0,0,0,0
1055,H00217,H,299.4,309.3,1374,53.9,71,0,0,0,0,0,0
1056,L00525,L,302.1,311.7,1722,30.5,187,0,0,0,0,0,0
1057,M00315,M,297.7,307.9,1913,64.3,175,1,0,0,1,0,0
1058,L00526,L,299.3,308.9,1337,37.5,9,0,0,0,0,0,0
1059,L00527,L,301.9,313.0,1390,33.1,220,0,0,0,0,0,0
1060,M00316,M,299.4,308.4,1450,37.9,126,0,0,0,0,0,0
1061,H00218,H,300.9,310.7,1428,41.7,40,0,0,0,0,0,0
1062,H00219,H,299.7,308.3,1924,39.3,146,0,0,0,0,0,0
1063,M00317,M,300.5,310.2,1431,34.8,189,0,0,0,0,0,0
1064,L00528,L,299.5,307.9,1460,22.0,193,1,0,0,1,0,0
1065,L00529,L,301.3,312.1,1861,32.0,135,0,0,0,0,0,0
1066,M00318,M,296.9,307.7,1653,50.7,157,0,0,0,0,0,0
1067,L00530,L,299.3,310.1,1735,31.2,106,0,0,0,0,0,0
1068,L00531,L,300.6,310.6,1356,22.8,163,1,0,0,1,0,0
1069,L00532,L,301.1,310.2,1431,29.4,177,0,0,0,0,0,0
1070,L00533,L,303.0,312.2,1330,39.1,81,0,0,0,0,0,0
1071,L00534,L,299.2,310.7,1698,32.4,129,0,0,0,0,0,0
1072,L00535,L,303.0,314.4,1783,37.2,4,0,0,0,0,0,0
1073,L00536,L,298.7,308.8,1418,32.0,173,0,0,0,0,0,0
1074,L00537,L,302.7,312.1,1465,50.1,76,0,0,0,0,0,0
1075,H00220,H,301.6,313.0,1473,44.9,39,0,0,0,0,0,0
1076,L00538,L,298.2,307.5,1228,62.2,184,1,0,0,0,1,0
1077,L00539,L,300.6,310.8,1403,36.2,10,0,0,0,0,0,0
1078,M00319,M,299.9,311.2,1692,37.2,117,0,0,0,0,0,0
1079,L00540,L,301.3,310.4,1362,51.8,199,0,0,0,0,0,0
1080,H00221,H,299.6,310.4,1556,43.9,238,0,0,0,0,0,0
1081,M00320,M,299.4,309.9,1276,30.6,165,0,0,0,0,0,0
1082,L00541,L,302.7,312.7,1509,45.6,16,0,0,0,0,0,0
1083,L00542,L,299.8,308.8,1425,44.0,74,0,0,0,0,0,0
1084,H00222,H,301.7,310.9,1293,22.1,120,1,0,0,1,0,0
1085,H00223,H,299.5,309.8,1696,33.5,25,0,0,0,0,0,0
1086,L00543,L,303.3,311.9,1707,41.9,38,0,0,0,0,0,0
1087,M00321,M,298.6,308.8,1344,54.5,97,0,0,0,0,0,0
1088,L00544,L,298.8,309.3,1494,47.0,194,0,0,0,0,0,0
1089,H00224,H,303.0,314.0,1546,34.4,152,0,0,0,0,0,0
1090,L00545,L,299.1,307.7,1175,32.9,87,0,0,0,0,0,0
1091,H00225,H,303.2,314.5,1258,48.0,115,0,0,0,0,0,0
1092,M00322,M,301.8,313.5,1795,15.7,214,1,1,0,1,0,0
1093,M00323,M,299.7,310.1,1324,31.9,157,0,0,0,0,0,0
1094,M00324,M,296.4,305.3,1789,54.1,173,1,0,0,1,0,0
1095,L00546,L,300.0,309.6,1268,43.0,40,0,0,0,0,0,0
1096,L00547,L,300.2,310.2,1669,32.4,103,0,0,0,0,0,0
1097,L00548,L,302.3,312.6,1475,28.0,218,1,1,0,0,0,0
1098,L00549,L,303.2,313.2,1503,48.4,177,0,0,0,0,0,0
1099,M00325,M,298.6,308.9,1909,40.8,107,0,0,0,0,0,0
1100,L00550,L,301.6,311.5,1287,37.8,171,0,0,0,0,0,0
1101,L00551,L,301.5,311.8,1656,43.7,9,0,0,0,0,0,0
1102,H00226,H,302.1,311.7,1648,41.6,72,0,0,0,0,0,0
1103,H00227,H,301.0,310.7,2208,40.9,129,1,0,0,1,0,0
1104,H00228,H,296.1,305.5,1322,26.8,119,0,0,0,0,0,0
1105,H00229,H,299.7,311.6,1412,29.7,148,0,0,0,0,0,0
1106,L00552,L,297.7,309.2,1701,47.5,202,1,1,0,0,0,0
1107,L00553,L,299.6,310.2,1497,45.6,117,0,0,0,0,0,0
1108,M00326,M,302.0,313.3,1445,43.8,201,0,0,0,0,0,0
1109,M00327,M,300.6,311.4,1729,34.1,24,0,0,0,0,0,0
1110,L00554,L,302.3,312.5,1484,47.7,231,1,0,0,0,1,0
1111,H00230,H,300.7,309.2,1359,36.3,196,1,0,1,0,0,0
1112,L00555,L,297.4,307.1,1683,53.0,21,1,0,0,1,0,0
1113,L00556,L,295.0,304.6,1613,32.5,196,0,0,0,0,0,0
1114,M00328,M,300.3,309.2,1475,34.7,200,1,1,0,0,0,0
1115,M00329,M,299.6,308.1,1465,38.5,10,0,0,0,0,0,0
1116,M00330,M,298.0,308.5,1355,48.5,171,0,0,0,0,0,0
1117,L00557,L,296.6,306.9,1683,39.6,4,0,0,0,0,0,0
1118,H00231,H,298.5,307.4,1465,40.4,5,0,0,0,0,0,0
1119,L00558,L,299.6,308.9,1384,36.1,224,0,0,0,0,0,0
1120,L00559,L,301.3,312.5,1280,42.7,15,0,0,0,0,0,0
1121,H00232,H,300.4,309.5,1616,39.3,45,0,0,0,0,0,0
1122,H00233,H,303.2,313.4,1436,32.2,151,0,0,0,0,0,0
1123,H00234,H,297.9,307.7,1168,41.3,13,0,0,0,0,0,0
1124,H00235,H,301.8,312.3,1297,41.5,23,0,0,0,0,0,0
1125,M00331,M,300.1,309.2,1491,63.5,108,1,0,0,1,0,0
1126,M00332,M,301.4,311.5,1496,33.9,75,0,0,0,0,0,0
1127,L00560,L,299.1,309.3,1489,31.6,150,0,0,0,0,0,0
1128,L00561,L,302.1,312.4,1461,42.8,166,0,0,0,0,0,0
1129,L00562,L,300.6,310.7,1242,30.1,5,0,0,0,0,0,0
1130,L00563,L,298.6,309.0,1363,29.3,232,0,0,0,0,0,0
1131,M00333,M,300.0,312.2,1774,25.6,20,0,0,0,0,0,0
1132,L00564,L,299.5,312.1,1745,32.3,111,0,0,0,0,0,0
1133,L00565,L,301.0,310.3,1653,32.5,200,1,1,0,0,0,0
1134,L00566,L,297.6,305.3,1635,27.2,45,0,0,0,0,0,0
1135,M00334,M,299.9,310.5,1718,37.5,104,0,0,0,0,0,0
1136,L00567,L,300.8,311.0,1313,16.3,227,1,0,0,1,0,0
1137,H00236,H,300.1,311.1,1544,44.9,168,0,0,0,0,0,0
1138,L00568,L,302.7,313.0,1313,34.4,231,0,0,0,0,0,0
1139,L00569,L,301.5,311.6,1317,35.9,237,1,1,0,0,0,0
1140,M00335,M,300.0,311.1,1611,45.9,186,0,0,0,0,0,0
1141,H00237,H,300.4,311.7,1727,43.7,196,0,0,0,0,0,0
1142,L00570,L,300.6,309.2,1499,33.7,111,0,0,0,0,0,0
1143,M00336,M,300.8,310.0,1867,44.5,169,0,0,0,0,0,0
1144,M00337,M,296.3,306.2,1580,55.5,222,1,0,0,1,1,0
1145,L00571,L,299.4,309.5,1382,29.9,186,0,0,0,0,0,0
1146,H00238,H,297.0,306.8,1320,47.5,162,0,0,0,0,0,0
1147,M00338,M,302.6,313.0,1741,28.9,40,0,0,0,0,0,0
1148,M00339,M,299.9,310.9,1563,51.8,66,0,0,0,0,0,0
1149,H00239,H,299.6,311.3,1673,32.9,82,0,0,0,0,0,0
1150,H00240,H,301.8,312.4,1168,32.5,82,0,0,0,0,0,0
1151,M00340,M,300.8,310.0,1586,51.5,64,0,0,0,0,0,0
1152,H00241,H,297.7,307.6,1435,47.2,85,0,0,0,0,0,0
1153,M00341,M,299.9,309.8,1259,33.2,146,0,0,0,0,0,0
1154,M00342,M,299.3,309.8,1525,41.3,217,0,0,0,0,0,0
1155,M00343,M,296.5,306.9,1756,32.9,78,0,0,0,0,0,0
1156,M00344,M,298.6,310.7,1991,24.1,146,0,0,0,0,0,0
1157,L00572,L,299.6,309.2,1586,41.9,24,0,0,0,0,0,0
1158,H00242,H,299.8,310.2,1396,36.4,166,0,0,0,0,0,0
1159,H00243,H,297.0,309.4,1384,30.5,222,0,0,0,0,0,0
1160,L00573,L,302.3,311.7,1730,53.0,93,1,0,0,1,0,0
1161,H00244,H,299.8,309.9,1338,30.9,119,0,0,0,0,0,0
1162,L00574,L,300.1,309.1,1662,41.4,160,0,0,0,0,0,0
1163,L00575,L,300.8,310.9,1596,50.8,207,1,1,0,0,0,0
1164,M00345,M,298.4,307.6,1574,37.4,167,0,0,0,0,0,0
1165,L00576,L,300.9,312.0,1224,32.7,11,0,0,0,0,0,0
1166,H00245,H,299.3,309.4,1466,43.0,91,0,0,0,0,0,0
1167,H00246,H,298.2,307.3,1246,44.6,157,0,0,0,0,0,0
1168,M00346,M,301.1,312.0,1420,48.8,69,0,0,0,0,0,0
1169,L00577,L,303.0,313.2,1721,58.7,169,1,0,0,1,0,0
1170,L00578,L,301.4,312.4,1784,35.4,141,0,0,0,0,0,0
1171,M00347,M,301.8,310.7,1580,42.0,4,0,0,0,0,0,0
1172,H00247,H,299.0,309.3,1423,27.3,163,0,0,0,0,0,0
1173,M00348,M,296.8,307.6,1855,46.7,186,1,0,0,1,0,0
1174,L00579,L,303.0,312.6,1421,41.8,184,0,0,0,0,0,0
1175,M00349,M,304.1,312.9,1310,38.2,214,0,0,0,0,0,0
1176,M00350,M,303.1,313.0,1677,33.8,59,0,0,0,0,0,0
1177,M00351,M,299.3,310.6,1629,36.5,223,1,1,0,0,0,0
1178,L00580,L,297.7,308.8,1429,42.4,222,0,0,0,0,0,0
1179,M00352,M,297.9,307.4,1558,30.3,77,0,0,0,0,0,0
1180,M00353,M,296.6,305.3,1626,36.9,223,1,1,0,0,0,0
1181,H00248,H,299.8,309.4,1578,40.2,190,0,0,0,0,0,0
1182,L00581,L,303.2,312.7,1629,24.6,176,0,0,0,0,0,0
1183,M00354,M,299.7,310.2,1436,29.5,218,1,1,0,0,0,0
1184,H00249,H,300.6,310.5,1643,33.4,192,0,0,0,0,0,0
1185,L00582,L,302.8,312.0,1541,55.7,112,0,0,0,0,0,0
1186,H00250,H,299.2,310.3,1443,31.7,51,0,0,0,0,0,0
1187,M00355,M,304.1,314.2,1488,39.4,136,0,0,0,0,0,0
1188,L00583,L,304.0,314.4,1518,29.6,143,0,0,0,0,0,0
1189,L00584,L,299.7,308.0,1248,32.2,34,1,0,1,0,0,0
1190,M00356,M,298.8,306.4,1410,25.6,73,0,0,0,0,0,0
1191,L00585,L,301.4,310.0,1550,46.7,112,0,0,0,0,0,0
1192,M00357,M,299.3,308.8,1267,26.7,15,0,0,0,0,0,0
1193,L00586,L,297.7,308.3,1414,49.1,221,1,1,0,0,0,0
1194,M00358,M,302.6,310.2,2014,44.7,160,1,0,0,1,0,0
1195,L00587,L,302.4,314.0,1312,39.2,50,0,0,0,0,0,0
1196,H00251,H,300.3,310.5,1461,49.4,60,0,0,0,0,0,0
1197,H00252,H,297.5,308.8,1371,71.0,78,1,0,0,1,0,0
1198,H00253,H,297.5,306.7,1514,44.8,58,0,0,0,0,0,0
1199,M00359,M,300.2,310.7,1375,28.8,126,0,0,0,0,0,0
1200,L00588,L,299.0,309.1,1489,54.9,102,0,0,0,0,0,0
1201,M00360,M,299.3,310.1,1394,41.9,199,0,0,0,0,0,0
1202,L00589,L,302.0,311.8,1749,61.1,3,1,0,0,1,0,0
1203,L00590,L,301.5,311.9,1554,34.9,235,0,0,0,0,0,0
1204,L00591,L,302.8,313.9,1337,52.8,129,0,0,0,0,0,0
1205,L00592,L,298.0,307.4,1706,40.0,70,0,0,0,0,0,0
1206,M00361,M,299.3,309.6,1346,66.6,185,1,0,0,1,1,0
1207,M00362,M,301.5,309.6,1225,37.2,101,1,0,1,0,0,0
1208,L00593,L,300.9,311.6,1537,70.0,61,1,0,0,1,0,0
1209,L00594,L,303.1,315.0,1919,44.4,97,0,0,0,0,0,0
1210,H00254,H,300.8,309.6,1172,48.5,24,0,0,0,0,0,0
1211,L00595,L,303.7,313.6,1271,57.0,70,0,0,0,0,0,0
1212,L00596,L,301.1,312.0,1688,32.1,24,0,0,0,0,0,0
1213,L00597,L,302.1,312.2,1409,49.7,122,0,0,0,0,0,0
1214,M00363,M,299.4,309.5,1660,37.1,65,0,0,0,0,0,0
1215,M00364,M,300.0,309.6,1370,41.5,25,0,0,0,0,0,0
1216,L00598,L,301.8,311.4,1566,40.8,227,0,0,0,0,0,0
1217,L00599,L,303.2,313.1,1886,45.7,239,1,0,0,1,0,0
1218,M00365,M,301.5,311.5,1299,45.3,101,0,0,0,0,0,0
1219,M00366,M,299.8,308.7,1742,34.2,105,0,0,0,0,0,0
1220,L00600,L,302.8,312.7,1673,41.2,182,0,0,0,0,0,0
1221,H00255,H,295.6,307.2,1240,16.7,237,1,1,0,1,0,0
1222,L00601,L,297.2,306.7,1649,49.9,130,0,0,0,0,0,0
1223,L00602,L,301.4,310.1,1552,56.9,173,1,0,0,1,0,0
1224,H00256,H,300.0,309.9,1556,41.9,156,0,0,0,0,0,0
1225,L00603,L,301.2,310.5,1605,23.9,185,0,0,0,0,0,0
1226,M00367,M,300.1,308.8,1467,47.4,138,0,0,0,0,0,0
1227,L00604,L,301.1,311.3,1552,32.4,234,0,0,0,0,0,0
1228,L00605,L,298.4,307.7,1586,41.8,148,0,0,0,0,0,0
1229,H00257,H,301.1,310.5,1687,46.9,42,0,0,0,0,0,0
1230,L00606,L,302.0,312.1,1232,45.5,3,0,0,0,0,0,0
1231,H00258,H,302.4,310.9,1796,50.8,68,1,0,0,1,0,0
1232,L00607,L,304.0,312.3,1306,41.5,197,1,0,1,0,0,0
1233,L00608,L,300.5,311.2,1690,41.7,21,0,0,0,0,0,0
1234,L00609,L,300.5,308.6,1553,47.4,109,0,0,0,0,0,0
1235,M00368,M,297.0,306.0,1281,39.3,102,0,0,0,0,0,0
1236,L00610,L,298.9,307.1,1643,33.1,5,0,0,0,0,0,0
1237,H00259,H,299.6,309.1,1348,44.5,205,1,1,0,0,0,0
1238,L00611,L,302.1,312.5,1751,28.7,149,0,0,0,0,0,0
1239,H00260,H,298.8,308.9,1395,39.2,15,0,0,0,0,0,0
1240,L00612,L,301.6,314.0,1239,26.2,223,1,1,0,1,0,0
1241,H00261,H,300.0,311.1,1844,34.5,163,0,0,0,0,0,0
1242,M00369,M,299.6,308.7,1574,34.9,177,0,0,0,0,0,0
1243,M00370,M,300.5,309.3,1711,30.2,57,0,0,0,0,0,0
1244,H00262,H,299.2,311.9,1367,51.0,198,0,0,0,0,0,0
1245,M00371,M,299.1,310.2,1168,50.2,86,0,0,0,0,0,0
1246,M00372,M,296.6,307.2,1873,53.1,122,1,0,0,1,0,0
1247,L00613,L,299.5,309.6,1536,38.1,178,0,0,0,0,0,0
1248,L00614,L,299.0,309.3,1636,35.7,77,0,0,0,0,0,0
1249,H00263,H,299.0,307.5,1669,48.0,46,0,0,0,0,0,0
1250,M00373,M,300.8,311.0,1470,41.3,180,0,0,0,0,0,0
1251,M00374,M,301.3,311.4,1583,41.2,133,0,0,0,0,0,0
1252,L00615,L,300.5,309.6,1856,14.6,233,1,1,0,1,0,0
1253,L00616,L,302.0,311.5,1531,47.6,152,0,0,0,0,0,0
1254,L00617,L,301.2,312.7,1726,46.2,130,0,0,0,0,0,0
1255,M00375,M,299.4,309.3,1168,39.9,12,0,0,0,0,0,0
1256,L00618,L,299.1,311.1,1762,48.2,114,0,0,0,0,0,0
1257,L00619,L,300.6,308.9,1233,46.0,52,1,0,1,0,0,0
1258,L00620,L,301.1,310.6,1739,33.0,66,0,0,0,0,0,0
1259,L00621,L,302.8,311.2,1616,37.8,30,0,0,0,0,0,0
1260,M00376,M,302.4,311.2,1518,29.9,126,0,0,0,0,0,0
1261,L00622,L,298.9,308.1,1518,54.6,66,0,0,0,0,0,0
1262,M00377,M,299.8,310.1,1487,49.8,80,0,0,0,0,0,0
1263,L00623,L,301.3,311.6,1373,31.9,182,0,0,0,0,0,0
1264,L00624,L,302.1,311.5,1496,46.2,230,1,1,0,0,0,0
1265,L00625,L,301.9,309.7,1979,42.8,193,0,0,0,0,0,0
1266,L00626,L,299.9,311.3,1798,33.1,132,0,0,0,0,0,0
1267,L00627,L,297.5,307.2,1363,41.2,136,0,0,0,0,0,0
1268,L00628,L,298.0,306.9,1591,48.6,28,0,0,0,0,0,0
1269,M00378,M,300.5,310.8,1557,49.4,162,0,0,0,0,0,0
1270,L00629,L,300.7,310.9,1509,63.3,103,1,0,0,1,0,0
1271,M00379,M,297.8,307.5,1337,40.9,227,0,0,0,0,0,0
1272,H00264,H,300.1,310.2,1627,37.6,162,0,0,0,0,0,0
1273,M00380,M,301.3,310.1,1707,45.6,49,0,0,0,0,0,0
1274,L00630,L,297.7,308.5,1371,38.2,29,0,0,0,0,0,0
1275,L00631,L,302.2,311.2,1929,34.2,14,0,0,0,0,0,0
1276,L00632,L,299.2,308.6,1842,30.7,28,0,0,0,0,0,0
1277,L00633,L,302.5,313.2,1647,5.7,152,1,0,0,1,0,0
1278,H00265,H,298.9,310.1,1291,47.3,74,0,0,0,0,0,0
1279,L00634,L,297.9,309.5,1618,23.6,228,1,1,0,0,0,0
1280,L00635,L,299.1,310.1,1594,31.2,56,0,0,0,0,0,0
1281,M00381,M,299.8,309.5,1640,42.9,111,0,0,0,0,0,0
1282,M00382,M,299.2,307.7,1856,36.8,50,0,0,0,0,0,0
1283,M00383,M,299.6,311.0,1502,61.5,67,1,0,0,1,0,0
1284,L00636,L,300.7,312.0,1947,24.9,123,0,0,0,0,0,0
1285,L00637,L,299.7,309.0,1619,62.4,234,1,1,0,1,1,0
1286,M00384,M,299.9,310.8,1479,53.8,57,0,0,0,0,0,0
1287,L00638,L,296.6,306.2,2017,49.1,139,1,0,0,1,0,0
1288,L00639,L,300.8,312.3,1703,54.4,223,1,0,0,1,1,0
1289,L00640,L,299.8,309.3,1447,44.0,68,0,0,0,0,0,0
1290,L00641,L,303.2,315.2,1554,23.0,105,0,0,0,0,0,0
1291,L00642,L,298.1,308.9,1665,45.1,233,1,1,0,0,0,0
1292,L00643,L,296.4,308.2,1507,25.2,228,0,0,0,0,0,0
1293,M00385,M,301.2,310.8,1564,34.7,164,0,0,0,0,0,0
1294,M00386,M,300.7,311.1,1374,39.2,152,0,0,0,0,0,0
1295,H00266,H,298.0,307.0,1200,30.9,67,0,0,0,0,0,0
1296,L00644,L,296.9,307.8,1559,49.5,151,0,0,0,0,0,0
1297,L00645,L,303.1,314.0,1566,37.9,35,0,0,0,0,0,0
1298,L00646,L,302.8,315.2,1643,44.1,129,0,0,0,0,0,0
1299,M00387,M,295.0,305.5,1422,39.9,34,0,0,0,0,0,0
1300,M00388,M,299.1,309.8,1269,41.3,124,0,0,0,0,0,0
1301,L00647,L,303.3,312.9,1344,31.1,99,0,0,0,0,0,0
1302,H00267,H,299.0,309.6,1749,28.3,7,0,0,0,0,0,0
1303,L00648,L,299.0,308.6,1404,38.5,200,1,1,0,0,0,0
1304,M00389,M,299.4,309.6,1449,30.3,27,0,0,0,0,0,0
1305,M00390,M,297.8,307.9,1475,53.9,187,0,0,0,0,0,0
1306,H00268,H,296.6,306.2,1414,26.2,181,0,0,0,0,0,0
1307,M00391,M,302.1,312.2,1399,63.4,125,1,0,0,1,0,0
1308,H00269,H,296.3,305.9,1363,43.0,103,0,0,0,0,0,0
1309,L00649,L,300.5,310.1,1818,40.7,43,0,0,0,0,0,0
1310,H00270,H,301.8,312.8,1674,34.6,9,0,0,0,0,0,0
1311,L00650,L,297.1,307.3,1787,46.6,4,0,0,0,0,0,0
1312,H00271,H,298.2,308.5,1827,38.0,100,0,0,0,0,0,0
1313,M00392,M,302.4,311.0,1168,43.0,119,1,0,1,0,0,0
1314,H00272,H,301.1,311.5,1606,48.4,174,0,0,0,0,0,0
1315,L00651,L,298.8,309.3,1420,46.7,158,0,0,0,0,0,0
1316,M00393,M,302.4,312.0,1761,52.4,28,1,0,0,1,0,0
1317,M00394,M,302.4,314.5,1389,45.4,130,0,0,0,0,0,0
1318,M00395,M,300.5,308.2,1327,30.5,153,1,0,1,0,0,0
1319,L00652,L,298.2,309.0,1251,19.2,94,1,0,0,1,0,0
1320,L00653,L,299.2,309.9,1477,42.1,1,0,0,0,0,0,0
1321,L00654,L,300.6,311.1,1720,42.3,78,0,0,0,0,0,0
1322,L00655,L,299.6,309.8,1589,59.3,204,1,0,0,1,1,0
1323,H00273,H,301.9,312.4,1297,38.8,91,0,0,0,0,0,0
1324,L00656,L,296.9,307.8,1968,43.7,55,1,0,0,1,0,0
1325,H00274,H,297.0,306.3,1667,47.8,235,1,1,0,0,0,0
1326,L00657,L,300.4,310.7,1693,45.1,141,0,0,0,0,0,0
1327,L00658,L,299.0,308.8,1795,48.4,75,1,0,0,1,0,0
1328,M00396,M,298.7,307.7,1209,31.8,14,0,0,0,0,0,0
1329,M00397,M,296.5,307.2,1355,30.2,84,0,0,0,0,0,0
1330,L00659,L,300.0,309.5,1702,37.2,123,0,0,0,0,0,0
1331,M00398,M,299.9,308.4,1375,18.3,117,1,0,1,1,0,0
1332,M00399,M,301.3,310.8,1482,39.6,220,0,0,0,0,0,0
1333,L00660,L,300.1,309.3,1522,33.4,44,0,0,0,0,0,0
1334,H00275,H,299.7,310.8,1282,43.2,226,1,1,0,0,0,0
1335,H00276,H,302.4,312.5,1465,37.3,46,0,0,0,0,0,0
1336,M00400,M,297.4,308.8,1720,29.8,19,0,0,0,0,0,0
1337,L00661,L,301.1,310.4,1683,53.1,123,1,0,0,1,0,0
1338,M00401,M,296.7,307.5,1760,40.8,145,0,0,0,0,0,0
1339,L00662,L,298.3,311.2,1739,48.6,229,1,0,0,0,1,0
1340,L00663,L,297.6,307.9,1619,41.8,78,0,0,0,0,0,0
1341,L00664,L,301.6,312.4,1603,44.6,60,0,0,0,0,0,0
1342,L00665,L,299.9,310.6,1588,26.4,120,0,0,0,0,0,0
1343,H00277,H,300.0,308.6,1412,52.8,203,1,1,0,0,0,0
1344,M00402,M,297.8,308.4,1332,48.8,225,0,0,0,0,0,0
1345,M00403,M,299.4,309.7,1400,39.8,4,0,0,0,0,0,0
1346,L00666,L,298.5,308.2,1472,42.9,57,0,0,0,0,0,0
1347,L00667,L,300.8,309.9,1406,50.0,80,0,0,0,0,0,0
1348,L00668,L,298.0,308.7,1620,36.3,76,0,0,0,0,0,0
1349,H00278,H,302.7,311.7,1578,24.2,59,0,0,0,0,0,0
1350,L00669,L,296.6,308.8,1599,36.5,140,0,0,0,0,0,0
1351,H00279,H,298.4,308.5,1608,41.5,99,0,0,0,0,0,0
1352,M00404,M,303.4,312.1,1777,39.7,207,1,1,0,0,0,0
1353,L00670,L,299.1,308.6,1536,53.2,39,0,0,0,0,0,0
1354,M00405,M,297.4,307.1,1739,30.4,194,0,0,0,0,0,0
1355,L00671,L,300.4,312.9,1641,31.7,179,0,0,0,0,0,0
1356,H00280,H,299.0,308.2,1763,29.4,1,0,0,0,0,0,0
1357,H00281,H,298.3,308.2,1860,44.3,216,0,0,0,0,0,0
1358,L00672,L,297.8,307.3,1653,24.7,180,0,0,0,0,0,0
1359,L00673,L,305.5,316.0,1558,47.4,194,0,0,0,0,0,0
1360,M00406,M,299.5,309.0,1557,30.7,138,0,0,0,0,0,0
1361,H00282,H,296.1,305.0,1443,32.3,10,0,0,0,0,0,0
1362,L00674,L,303.0,312.8,1437,57.7,9,0,0,0,0,0,0
1363,M00407,M,301.2,310.9,1718,52.3,27,1,0,0,1,0,0
1364,M00408,M,298.5,307.9,1345,41.2,118,0,0,0,0,0,0
1365,M00409,M,298.1,307.6,1860,26.9,138,0,0,0,0,0,0
1366,L00675,L,301.3,312.5,1507,60.1,6,1,0,0,1,0,0
1367,M00410,M,299.5,309.2,2110,38.0,156,0,0,0,0,0,0
1368,H00283,H,296.1,305.0,1399,42.5,192,0,0,0,0,0,0
1369,L00676,L,303.6,313.1,1588,49.1,179,0,0,0,0,0,0
1370,L00677,L,299.1,309.2,1467,20.4,142,1,0,0,1,0,0
1371,H00284,H,303.0,311.7,1379,33.6,6,0,0,0,0,0,0
1372,L00678,L,302.6,314.2,1750,39.3,195,0,0,0,0,0,0
1373,H00285,H,298.0,308.9,1316,41.3,54,0,0,0,0,0,0
1374,L00679,L,302.1,313.5,1402,27.0,130,0,0,0,0,0,0
